id,num_of_pic,price,brand,model,title,year,km,steering_side,region_specs,location,location_cleaned
2871,20,240000,Hyundai,Genesis,2022 Genesis GV70 3.5T / Royal Sport Edition / 11000km Driven / 5-Year Warranty / FSH / EMI 4700 Aed,2022,11000,Left Hand,GCC Specs,"Al Quoz, Dubai",Dubai
2872,13,42000,Hyundai,H1,Ù‡ÙŠÙˆÙ†Ø¯Ø§ÙŠH1/2019 ÙˆØ§Ø±Ø¯ ÙƒÙˆØ±ÙŠØ§ Ø§ÙˆØ±Ø§Ù‚ Ø¬Ù…Ø§Ø±Ùƒ,2019,187000,Left Hand,Korean Specs,"Al Nuaimiya, Ajman",Ajman
2873,19,49000,Hyundai,H1,Ù‡ÙŠÙˆÙ†Ø¯Ø§ÙŠ H1 Ø³ØªØ§Ø±ÙŠÙƒØ³ ÙˆØ§Ø±Ø¯ ÙƒÙˆØ±ÙŠØ§ Ø§ÙˆØ±Ø§Ù‚ Ø¬Ù…Ø§Ø±Ùƒ2019,2019,182000,Left Hand,Korean Specs,"Al Nuaimiya, Ajman",Ajman
2874,16,115000,Hyundai,Staria,Hyundai Staria - 2024 - 3.5L - automatic,2024,0,Left Hand,Korean Specs,"Ras Al Khor, Dubai",Dubai
2875,16,52000,Hyundai,Elantra,Ù‡ÙŠÙˆÙ†Ø¯Ø§ÙŠ Ø¥Ù„Ø§Ù†ØªØ±Ø§ HYUNDAI ELANTRA 1.5 PETROL GLX ELITE,2024,0,Left Hand,Chinese Specs,"Ras Al Khor, Dubai",Dubai
2876,14,48000,Hyundai,Veloster,Hyundai Veloster 2021 (2.0),2021,24000,Left Hand,American Specs,"Al Mamzar, Dubai",Dubai
2877,16,36500,Hyundai,Tucson,Super clean tucson engine 2. 2019,2019,71000,Left Hand,American Specs,"Al Warqaa, Dubai",Dubai
2878,8,95000,Hyundai,Tucson,Hyundai Tucson 2023 1.6 CC,2023,19800,Left Hand,GCC Specs,"Al Mamzar, Dubai",Dubai
2879,10,70000,Hyundai,Tucson,Best condition car,2020,37500,Left Hand,GCC Specs,Dubai,Dubai
2880,9,17000,Hyundai,Elantra,Ø§Ù„Ø¹ÙŠÙ† .. Ø¹ÙˆØ¯ Ø§Ù„ØªÙˆØ¨Ù‡,2013,230000,Left Hand,American Specs,"Al Jimi, Al Ain",Al Ain
2881,20,153000,Hyundai,Palisade,Ø§Ù„Ø´Ø§Ø±Ù‚Ø©/sharjah,2024,1600,Left Hand,Korean Specs,"Al Majaz, Sharjah",Sharjah
2882,10,18500,Hyundai,Veloster,Hyundai Veloster 1600cc in perfect condition,2013,137000,Left Hand,American Specs,"Al Quoz, Dubai",Dubai
2883,9,53000,Hyundai,Elantra,Hyundai Elantra,2021,53000,Left Hand,GCC Specs,"Al Sufouh, Dubai",Dubai
2884,17,135000,Hyundai,Genesis,Genesis G80/ 2022/ 17000km/ warranty 1 year,2022,17000,Left Hand,Korean Specs,"Saif Zone (Sharjah International Airport Free Zone), Sharjah",Sharjah
2885,11,140000,Hyundai,Santa Fe,2022 Santa Fe 3.5 V6,2022,39800,Left Hand,GCC Specs,Dubai,Dubai
2886,16,14500,Hyundai,Accent,Hyundai Accent 2013 GCC LADY DRIVEN,2013,260000,Left Hand,GCC Specs,"Muhaisnah, Dubai",Dubai
2887,14,73500,Hyundai,Creta,HYUNDAI CRETA 1.5 GRAY 2023 BRAND NEW!!! / GCC / SPECS,2023,0,Left Hand,GCC Specs,"Ras Al Khor, Dubai",Dubai
2888,12,64900,Hyundai,Creta,AED 1069 PM | 1.6L GL SMART GCC DEALER WARRANTY,2022,56143,Left Hand,GCC Specs,"Al Quoz, Dubai",Dubai
2889,13,50000,Hyundai,Grand Santa Fe,Excellent condition Grand santafe 2015,2015,144723,Left Hand,GCC Specs,Dubai,Dubai
2890,12,71000,Hyundai,Santa Fe,Santa FE 2021 Full Option,2021,44000,Left Hand,American Specs,"Dubai Marina, Dubai",Dubai
2891,8,24499,Hyundai,Sonata,Hyundai Sonata SE,2016,240000,Left Hand,American Specs,Dubai,Dubai
2892,6,42000,Hyundai,Kona,Ù‡ÙŠÙˆÙ†Ø¯Ø§ÙŠ ÙƒÙˆÙ†Ø§ 2020,2020,93000,Left Hand,GCC Specs,"Jumeirah Lake Towers (JLT), Dubai",Dubai
2893,12,42000,Hyundai,Kona,Ù‡ÙŠÙˆÙ†Ø¯Ø§ÙŠ ÙƒÙˆÙ†Ø§ 2021,2021,20000,Left Hand,American Specs,"Jumeirah Lake Towers (JLT), Dubai",Dubai
2894,11,169000,Hyundai,Genesis,L SERVICE HISTORY 360 CAMERA RADAR,2021,74000,Left Hand,GCC Specs,"Al Awir, Dubai",Dubai
2895,4,48000,Hyundai,Tucson,Hyundai Tucson 2018 Euro Specs,2018,118000,Left Hand,European Specs,Dubai,Dubai
2896,10,33500,Hyundai,Sonata,Hyundai Sonata 2019 for urgent sale,2019,92000,Left Hand,American Specs,"Dubai Marina, Dubai",Dubai
2897,6,15500,Hyundai,Accent,Hyundai Accent,2014,241000,Left Hand,GCC Specs,Dubai,Dubai
2898,8,25500,Hyundai,Centennial,Hyundai Equus,2012,154000,Left Hand,Korean Specs,"Al Muroor, Abu Dhabi",Abu Dhabi
2899,5,18000,Hyundai,Accent,Ø§Ù„Ø´Ø§Ø±Ù‚Ø© Ù…Ù†Ø·Ù‚Ø© Ø§Ù„ØªØ¹Ø§ÙˆÙ†,2015,134000,Left Hand,GCC Specs,Sharjah,Sharjah
2900,13,43000,Hyundai,Tucson,ØªÙˆØ³Ø§Ù† 2018,2018,166000,Left Hand,American Specs,"Jumeirah Lake Towers (JLT), Dubai",Dubai
2901,13,58500,Hyundai,Elantra,Hyundai Elantra 1.5 Sunroof Leather Push Button With VAT Under Warranty 58500-/AED,2023,0,Left Hand,Chinese Specs,"Ras Al Khor, Dubai",Dubai
2902,18,32000,Hyundai,Sonata,Ù‡ÙŠÙˆÙ†Ø¯Ø§ÙŠ Ø³ÙˆÙ†Ø§ØªØ§ 2018,2018,105000,Left Hand,American Specs,"Jumeirah Lake Towers (JLT), Dubai",Dubai
2903,18,46000,Hyundai,Elantra,2020 HYUNDAI ELANTRA | 1.6L | GCC SPECS | ORIGINAL PAINT,2020,41000,Left Hand,GCC Specs,"Al Quoz, Dubai",Dubai
2904,18,43000,Hyundai,Elantra,2020 HYUNDAI ELANTRA | 1.6L | GCC SPEC | PERFECT CONDITION,2020,62000,Left Hand,GCC Specs,"Al Quoz, Dubai",Dubai
2905,20,29000,Hyundai,Elantra,2 Ø§Ù„Ù†ØªØ± 2017 Ø®Ù„ÙŠØ¬ÙŠ 1600 Ø³ÙŠ Ø³ÙŠ,2017,215000,Left Hand,GCC Specs,"Jumeirah Heights, Dubai",Dubai
2906,8,50000,Hyundai,Santa Fe,Hundai Santafe,2016,210000,Left Hand,GCC Specs,Dubai,Dubai
2907,14,95000,Hyundai,Genesis,Ù‡ÙŠÙˆÙ†Ø¯Ø§ÙŠ Ø¬ÙŠÙ†Ø³ÙŠØ³ G70 2022,2022,18000,Left Hand,American Specs,"Jumeirah Heights, Dubai",Dubai
2908,11,27000,Hyundai,Elantra,Ù‡ÙŠÙˆÙ†Ø¯Ø§ÙŠ Ø§Ù„Ù†ØªØ±Ø§ 2.0 Ø§Ù…Ø±ÙŠÙƒÙŠ 2020 HYUNDAI ELANTRA USA,2020,165000,Left Hand,American Specs,"Al Majaz, Sharjah",Sharjah
2909,10,20000,Hyundai,Sonata,Ù‡ÙŠÙˆÙ†Ø¯Ø§ÙŠ Ø³ÙˆÙ†Ø§ØªØ§ ÙˆØ§Ø±Ø¯ ÙƒÙ†Ø¯Ø§ 2015 HYUNDAI SONATA KANDA,2015,158000,Left Hand,Canadian Specs,"Saif Zone (Sharjah International Airport Free Zone), Sharjah",Sharjah
2910,20,60000,Hyundai,Sonata,Hyundai Sonata 2020 Original Paint South Korea Imported,2020,148000,Left Hand,Korean Specs,"Saif Zone (Sharjah International Airport Free Zone), Sharjah",Sharjah
2911,12,28500,Hyundai,Azera,hyundai azera 2011 korean specs cleantitle,2011,168000,Left Hand,Korean Specs,"Al Mamzar, Dubai",Dubai
2912,11,31500,Hyundai,Sonata,HYUNDAI SONATA FOR SALE - VERY GOOD CONDITION,2016,87295,Left Hand,American Specs,"Abu Shagara, Sharjah",Sharjah
2913,10,20000,Hyundai,Avanti,Ù‡ÙŠÙˆÙ†Ø¯Ø§ÙŠ Ø§ÙØ§Ù†ØªÙŠ,2010,184000,Left Hand,Korean Specs,"Saif Zone (Sharjah International Airport Free Zone), Sharjah",Sharjah
2914,14,41500,Hyundai,Accent,HYUNDAI ACCENT 1.6L GCC 2019 MODEL GOOD CONDITION,2019,88000,Left Hand,GCC Specs,"Ras Al Khor, Dubai",Dubai
2915,11,24999,Hyundai,Elantra,ELANTRA 2.0 SPORT 2017!,2017,98000,Left Hand,Canadian Specs,"Al Jurf, Ajman",Ajman
2916,12,28000,Hyundai,Accent,SELLING HYUNDAI ACCENT 2013,2013,42731,Left Hand,GCC Specs,"Al Qasimia, Sharjah",Sharjah
2917,20,190000,Hyundai,Santa Fe,For Sale hyundai Santafe Exclusive Korean version Calligraphy class Top category 7 seats 4 slender 2,2024,0,Left Hand,Korean Specs,Sharjah,Sharjah
2918,18,32900,Hyundai,Elantra,Hyundai Elantra 2.0 engine 2019 Beautiful Car,2019,112000,Left Hand,American Specs,"Muwaileh, Sharjah",Sharjah
2919,16,19500,Hyundai,Accent,HYUNDAI ACCENT GL 2016 GCC (ACCIDENT FREE PERFECT CONDITION),2016,134000,Left Hand,GCC Specs,"Sheikh Zayed Road, Dubai",Dubai
2920,12,68000,Hyundai,Tucson,"Tucson 2.5, clean car",2022,36000,Left Hand,American Specs,Dubai,Dubai
2921,6,28000,Hyundai,Sonata,Hyundai Sonata Limited 2015 with nano-ceramic,2015,52000,Left Hand,American Specs,"Town Square, Dubai",Dubai
2922,10,24000,Hyundai,Santa Fe,HYUNDAI SANTAFE 2013 GL GCC,2013,230000,Left Hand,GCC Specs,"Al Nahda (Dubai), Dubai",Dubai
2923,9,22800,Hyundai,Veloster,Hyundai Veloster Turbo,2016,309000,Left Hand,GCC Specs,"Dubai Silicon Oasis (DSO), Dubai",Dubai
2924,3,16000,Hyundai,Veloster,Veloster,2013,200000,Left Hand,American Specs,Dubai,Dubai
2925,15,38000,Hyundai,Tucson,Hyandai Tucson 2016 GCC SPCES GDI ORGINAL PRINT NO Accident free single owner,2016,145000,Left Hand,GCC Specs,"International City, Dubai",Dubai
2926,8,40500,Hyundai,Santa Fe,2016 Hyundai Santa Fe,2016,184000,Left Hand,GCC Specs,"Al Mamzar, Dubai",Dubai
2927,5,46000,Hyundai,Grand Santa Fe,"Grand Santa Fe Top end model, family car in excellent condition.",2014,185926,Left Hand,GCC Specs,"Al Danah, Abu Dhabi",Abu Dhabi
2928,8,56500,Hyundai,Elantra,Hyundai Elantra 2022 2.0 mid gcc accident free single owner,2022,59000,Left Hand,GCC Specs,"Ras Al Khor, Dubai",Dubai
2929,15,42000,Hyundai,H1,2021 Hyundai H1 GL 2.5L Cargo Van - TDI - Diesel MT - Like New Condition - Book Now!,2021,10200,Left Hand,Other,"Ras Al Khor, Dubai",Dubai
2930,14,37000,Hyundai,H1,2019 Hyundai H-1 GL Chiller Van 2.5L RWD Diesel M/T / Low Mileage / Ready to Drive / Book Now,2019,15280,Left Hand,Other,"Ras Al Khor, Dubai",Dubai
2931,5,14500,Hyundai,Elantra,2014 Hyundai Elantra for sale,2014,195000,Left Hand,GCC Specs,Dubai,Dubai
2932,17,88000,Hyundai,Santa Fe,Hyundai Santafe 2019 GCC,2019,56000,Left Hand,GCC Specs,"Al Garhoud, Dubai",Dubai
2933,9,16000,Hyundai,Accent,ONLY FOR SERIOUS PEOPLE PLEASE,2015,275600,Left Hand,GCC Specs,Dubai,Dubai
2934,11,56000,Hyundai,Sonata,Sonata 2020 Limted 1.6 turbo 360 camera Panorama,2020,64000,Left Hand,American Specs,"Al Qusais, Dubai",Dubai
2935,12,18700,Hyundai,Elantra,2012 Hyundai Elantra - Neat Clean Family Car,2012,181663,Left Hand,GCC Specs,"Al Jurf, Ajman",Ajman
2936,19,66500,Hyundai,Tucson,2023 HYUNDAI TUCSON SE | MID OPTION | 2.5L FWD | USA SPECS,2023,3200,Left Hand,American Specs,"Al Quoz, Dubai",Dubai
2937,6,45000,Hyundai,Tucson,Clean Turbo Hyundai Tucson 1.6,2016,73000,Left Hand,American Specs,"Zayed City, Abu Dhabi",Abu Dhabi
2938,8,42000,Hyundai,H1,2016 Hyundai H1 Cargo Van - GCC Specs,2016,59000,Left Hand,GCC Specs,Abu Dhabi,Abu Dhabi
2939,13,56000,Hyundai,Tucson,Hyundai Tucson Diesel 2020,2020,54000,Left Hand,Korean Specs,"Saif Zone (Sharjah International Airport Free Zone), Sharjah",Sharjah
2940,19,58000,Hyundai,Santa Fe,HYUNDAI SANTA FE 2018 GCC // FULL OPTIONS // AWD // ACCIDENTS FREE,2018,121000,Left Hand,GCC Specs,"Saif Zone (Sharjah International Airport Free Zone), Sharjah",Sharjah
2941,17,68000,Hyundai,Creta,HYUNDAI CRETA,2023,0,Left Hand,GCC Specs,"Ras Al Khor, Dubai",Dubai
2942,8,21000,Hyundai,Sonata,Hyundai Sonata American sp,2015,171000,Left Hand,American Specs,Ajman,Ajman
2943,12,21000,Hyundai,Tucson,TUCSON,2011,212000,Left Hand,GCC Specs,"Mohammed Bin Zayed City, Abu Dhabi",Abu Dhabi
2944,16,48900,Hyundai,Accent,HYUNDAI ACCENT || GL || AED 740/PM || 1 YEAR WARRANTY,2021,79368,Left Hand,GCC Specs,"Dubai Marina, Dubai",Dubai
2945,16,39900,Hyundai,Grand i10,Hyundai Grand I10 || AED 600 /PM || 1 YEAR WARRANTY,2021,69776,Left Hand,GCC Specs,"Sheikh Zayed Road, Dubai",Dubai
2946,11,29000,Hyundai,Elantra,"Gcc, Well maintained Aux, Cruise control 1.8 engine",2016,88200,Left Hand,GCC Specs,"Deira, Dubai",Dubai
2947,9,23000,Hyundai,Sonata,HYUNDAI SONATA 2016,2016,163000,Left Hand,American Specs,"Discovery Gardens, Dubai",Dubai
2948,14,16900,Hyundai,Grand i10,HYUNDAI GRAND i10 2016 GCC (ACCIDENT FREE SINGLE OWNER),2016,150000,Left Hand,GCC Specs,"Sheikh Zayed Road, Dubai",Dubai
2949,17,31000,Hyundai,Santa Fe,HYUNDAI SANTA FE 2017,2017,144700,Left Hand,American Specs,"Deira, Dubai",Dubai
2950,13,25500,Hyundai,Elantra,Hyundai Elantra,2012,120000,Left Hand,GCC Specs,"Dubai Design District, Dubai",Dubai
2951,13,51500,Hyundai,Accent,HYUNDAI ACCENT 1.6 GCC 2023 UNDER WARRANTY (NO ACCIDENT),2023,25000,Left Hand,GCC Specs,"Dubai Design District, Dubai",Dubai
2952,16,44500,Hyundai,Tucson,Ù‡ÙŠÙˆÙ†Ø¯Ø§ÙŠ ØªÙˆÙƒØ³Ù† 2016 Ø³ÙŠ Ø³ÙŠ1600,2016,176000,Left Hand,American Specs,"Al Jurf, Ajman",Ajman
2953,11,10500,Hyundai,i10,HYUNDAI i10 GCC SPECS EXCELLENT CONDITION,2010,120000,Left Hand,GCC Specs,"Dubai Design District, Dubai",Dubai
2954,20,57000,Hyundai,Venue,2023 Hyundai venue sel full option,2023,8000,Left Hand,American Specs,"Dubai Silicon Oasis (DSO), Dubai",Dubai
2955,13,38999,Hyundai,Sonata,Hyunday Sonata SE 2019 for sale,2019,74216,Left Hand,American Specs,Dubai,Dubai
2956,9,42000,Hyundai,Veloster,Hyundai Veloster,2020,77000,Left Hand,American Specs,"Al Barsha, Dubai",Dubai
2957,14,28000,Hyundai,Sonata,Clean,2018,82850,Left Hand,GCC Specs,"Dubai Marina, Dubai",Dubai
2958,5,19000,Hyundai,Elantra,Elantra 2015,2015,300000,Left Hand,GCC Specs,"Al Satwa, Dubai",Dubai
2959,16,20500,Hyundai,Elantra,Hyundai Coupe Top Line perfect condition,2013,105000,Left Hand,American Specs,"Dubai Residence Complex, Dubai",Dubai
2960,9,39500,Hyundai,Tucson,Hyundai..Tucson...,2018,78000,Left Hand,American Specs,"Al Mizhar, Dubai",Dubai
2961,11,38000,Hyundai,Kona,HYUNDAI KONA SE 2021 Urgent sale,2021,57041,Left Hand,Korean Specs,"Industrial Area, Sharjah",Sharjah
2962,18,34000,Hyundai,Sonata,Hyundai sonata 2018 limited full option,2018,34100,Left Hand,American Specs,Dubai,Dubai
2963,19,99000,Hyundai,Staria,HYUNDAI STARIA - 2022 - GCC - FULL SERVICE HISTORY - 2020 AED/MONTHLY - UNDER 5 YEAR WARRANTY,2022,92300,Left Hand,GCC Specs,"Ras Al Khor, Dubai",Dubai
2964,22,44900,Hyundai,Accent,2020 Hyundai Accent Smart / GL â€¢ Flood free â€¢ 1 Year free warranty,2020,56496,Left Hand,GCC Specs,"Jebel Ali, Dubai",Dubai
2965,20,84900,Hyundai,Santa Fe,2019 Hyundai Santa Fe Comfort â€¢ Flood free â€¢ 1 Year free warranty,2019,93234,Left Hand,GCC Specs,"Jebel Ali, Dubai",Dubai
2966,9,29000,Hyundai,Elantra,Ø§Ù„Ø´Ø§Ø±Ù‚Ø©,2019,66600,Left Hand,Korean Specs,Sharjah,Sharjah
2967,10,47000,Hyundai,Creta,Hyundai creta GCC 2020 perfect inside out,2020,84967,Left Hand,GCC Specs,Dubai,Dubai
2968,17,69000,Hyundai,Tucson,"AED 1,351 EMi at 0% DP | Hyundai Tucson 4WD ( 2018 Model ) in Beige / Silver Color GCC Specs",2018,51000,Left Hand,GCC Specs,"Dubai Marina, Dubai",Dubai
2969,8,57000,Hyundai,Sonata,Hyundai...Sonata.. full option,2021,68000,Left Hand,American Specs,"Al Mizhar, Dubai",Dubai
2970,12,30000,Hyundai,Sonata,Hyundai Sonata Limited Fully Loaded 2018,2018,180246,Left Hand,American Specs,"Business Bay, Dubai",Dubai
2971,20,44000,Hyundai,Creta,Hyundai Creta 2019,2019,144116,Left Hand,GCC Specs,Dubai,Dubai
2972,18,172000,Hyundai,Palisade,HYUNDAI PALISADE 3.8L PETROL V6 AWD ROYAL FULL OPTION AUTOMATIC,2023,0,Left Hand,GCC Specs,"Al Awir, Dubai",Dubai
2973,10,15900,Hyundai,Sonata,Sonata White 2013 Full Options,2013,213373,Left Hand,American Specs,"Al Jaddaf, Dubai",Dubai
2974,15,54500,Hyundai,Avanti,Avante (elantra),2021,104891,Left Hand,Korean Specs,"Al Sajaa, Sharjah",Sharjah
2975,10,69000,Hyundai,Santa Fe,2022 Very low milage immaculate condition Santa Fe,2022,13400,Left Hand,American Specs,Dubai,Dubai
2976,10,33000,Hyundai,Azera,Hyundai Azera,2014,87000,Left Hand,Korean Specs,"Al Muroor, Abu Dhabi",Abu Dhabi
2977,8,39999,Hyundai,Elantra,"Urgent!!! Hyundai Elantra 2021 model , American specs",2021,183000,Left Hand,American Specs,"International City, Dubai",Dubai
2978,10,47000,Hyundai,Kona,Kona 2021 clean car,2021,26700,Left Hand,American Specs,"Dubai Marina, Dubai",Dubai
2979,18,135000,Hyundai,Genesis,Genesis G90 No Accident No Paint,2021,72000,Left Hand,Korean Specs,"Saif Zone (Sharjah International Airport Free Zone), Sharjah",Sharjah
2980,13,28000,Hyundai,Elantra,Hyundai Elantra 2018 GT 2.0 | first owner in UAE | Excellent condition,2018,66652,Left Hand,Canadian Specs,"Baniyas, Abu Dhabi",Abu Dhabi
2981,12,24500,Hyundai,Veloster,Ø¯Ø¨ÙŠ,2017,117000,Left Hand,American Specs,Dubai,Dubai
2982,7,30000,Hyundai,Tucson,Hyundai,2015,190000,Left Hand,GCC Specs,"International City, Dubai",Dubai
2983,9,16000,Hyundai,Sonata,Hyundai sonata 2013,2013,155600,Left Hand,American Specs,Sharjah,Sharjah
2984,13,30700,Hyundai,Santa Fe,"Hyundai Santafe, 2013 Model, Top Option, 4 cylinder",2013,126580,Left Hand,GCC Specs,"Nad Al Hamar, Dubai",Dubai
2985,9,28000,Hyundai,Santa Fe,Hyundai Santafe 2014,2014,140000,Left Hand,GCC Specs,"Barsha Heights (Tecom), Dubai",Dubai
2986,18,38500,Hyundai,H1,Hyundai H1 Model 2017 Gcc 12seater van Full automatic Good condition No accident km180000,2017,180000,Left Hand,GCC Specs,"Ras Al Khor, Dubai",Dubai
2987,16,25500,Hyundai,Elantra,Elantra 2017 Full Option,2017,104000,Left Hand,American Specs,"Al Nuaimiya, Ajman",Ajman
2988,19,84000,Hyundai,Sonata,Hyundai sonata limited 1.6L Turbo,2022,31043,Left Hand,American Specs,"Deira, Dubai",Dubai
2989,14,34000,Hyundai,Veloster,Ù„Ù„Ø¨ÙŠØ¹ Ù‡ÙŠÙˆÙ†Ø¯Ø§ÙŠ ÙÙ„Ø³ØªÙˆØ± Ù…ÙˆØ¯ÙŠÙ„ Ù¢Ù Ù¡Ù© Ù‚ÙŠØ± Ø¹Ø§Ø¯ÙŠ ÙˆØ§Ø±Ø¯ Ù¡.Ù¦ ØªÙˆØ±Ø¨Ùˆ Ù†Ø¸Ø¸Ø¸ÙŠÙ Ø¬Ø¯Ø§ Ù…Ø·Ù„ÙˆØ¨ Ù£Ù¤Ù Ù Ù ,2019,90000,Left Hand,American Specs,"Al Qusais, Dubai",Dubai
2990,12,47000,Hyundai,Santa Fe,Hyundai SantaFe 2017 Model,2017,133000,Left Hand,GCC Specs,"International City, Dubai",Dubai
2991,7,20000,Hyundai,Sonata,Hyundai sonata 2016 for urgent sale!!!,2016,96000,Left Hand,American Specs,Ajman,Ajman
2992,8,23900,Hyundai,Tucson,Huyndai Tucson,2013,141000,Left Hand,GCC Specs,"Rawdhat Abu Dhabi, Abu Dhabi",Abu Dhabi
2993,12,29000,Hyundai,Elantra,HYUNDAI ELANTRA,2018,111500,Left Hand,American Specs,"Ras Al Khor, Dubai",Dubai
2994,19,39750,Hyundai,Creta,AED 630 monthly | Warranty | Flexible D.P. | Hyundai Creta 2019 GCC,2019,135000,Left Hand,GCC Specs,"Al Quoz, Dubai",Dubai
2995,17,32000,Hyundai,Sonata,Ø§Ù„Ø´Ø§Ø±Ù‚Ø©,2018,71000,Left Hand,American Specs,"Saif Zone (Sharjah International Airport Free Zone), Sharjah",Sharjah
2996,8,28000,Hyundai,Accent,Hyundai accent 2020,2020,120150,Left Hand,GCC Specs,"Al Qusais, Dubai",Dubai
2997,8,66000,Hyundai,Tucson,HUNDAI TUCSON N LINE. 2022,2022,5151,Left Hand,American Specs,Dubai,Dubai
2998,19,45000,Hyundai,Sonata,"Hyundai Sonata 2018 Imported from South Korea,",2018,135000,Left Hand,Korean Specs,"Saif Zone (Sharjah International Airport Free Zone), Sharjah",Sharjah
2999,20,30000,Hyundai,Santa Fe,Urgent Sale! Hyundai Santa FE 2016 2.4L SPORT,2016,76573,Left Hand,American Specs,"Al Karama, Dubai",Dubai
3000,18,71000,Hyundai,Palisade,HYUNDAI PALISADE 2021 - FULL OPTION,2021,73000,Left Hand,American Specs,"Ras Al Khor, Dubai",Dubai
3001,20,110900,Hyundai,Palisade,HYUNDAI PALISADE XRT 2024 full option,2024,827,Left Hand,American Specs,"Dubai Marina, Dubai",Dubai
3002,20,53000,Hyundai,Santa Fe,Hyundai Santa Fe Sel Plus - 2019 Black 2.4L - WELL MAINTAINED,2019,78000,Left Hand,American Specs,"Ras Al Khor, Dubai",Dubai
3003,16,67000,Hyundai,Sonata,Hyundai Sonata 2021 Hybrid Original Paint,2021,33000,Left Hand,Korean Specs,"Al Jurf, Ajman",Ajman
3004,14,58000,Hyundai,H1,Hyundai H1 - 2020 GCC,2020,165000,Left Hand,GCC Specs,"Saif Zone (Sharjah International Airport Free Zone), Sharjah",Sharjah
3005,19,37000,Hyundai,Tucson,Ø§Ù„Ø´Ø§Ø±Ù‚Ø© Ø§Ù„ØªØ¹Ø§ÙˆÙ†,2017,60000,Left Hand,Canadian Specs,"Dubai Design District, Dubai",Dubai
3006,14,48000,Hyundai,Sonata,"2020 Hyundai Sonata, Sel Black,",2020,15353,Left Hand,American Specs,"Al Qusais, Dubai",Dubai
3007,11,27000,Hyundai,Santa Fe,Al Warqa,2014,215000,Left Hand,GCC Specs,"Al Warqaa, Dubai",Dubai
3008,17,49000,Hyundai,Sonata,Hyundai Sonata Llimit 2020,2020,96000,Left Hand,American Specs,"Saif Zone (Sharjah International Airport Free Zone), Sharjah",Sharjah
3009,13,59000,Hyundai,Sonata,Hyundai Sonata 2021 Hybrid,2021,132800,Left Hand,American Specs,"Al Qusais, Dubai",Dubai
3010,13,45000,Hyundai,i30,Hyundai i30 2018 1.4 Turbo Engine,2018,34900,Left Hand,Korean Specs,"Al Qusais, Dubai",Dubai
3011,15,64000,Hyundai,Tucson,Hyundai Tucson 2021 Limited,2021,47000,Left Hand,American Specs,"Al Nahda (Dubai), Dubai",Dubai
3012,8,32000,Hyundai,Elantra,Hyundai Elantra,2020,71000,Left Hand,American Specs,"Al Nahda (Dubai), Dubai",Dubai
3013,11,21500,Hyundai,Elantra,Hyundai Elantra 2016 gcc,2016,110000,Left Hand,GCC Specs,"Al Qusais, Dubai",Dubai
3014,17,51900,Hyundai,Sonata,"Hyundai Sonata GCC, MY2020, Perfect conditions, 2.5L",2020,73000,Left Hand,GCC Specs,Dubai,Dubai
3015,8,60000,Hyundai,Sonata,Hyundai Sonata 2021 1.6t,2021,54000,Left Hand,American Specs,Dubai,Dubai
3016,20,39500,Hyundai,Kona,Hyundai Kona Sel 2021 Gray 2.0L 4,2021,26000,Left Hand,American Specs,"Ras Al Khor, Dubai",Dubai
3017,10,67000,Hyundai,Santa Fe,"V4, perfect condition",2021,60455,Left Hand,American Specs,"Al Nahda (Dubai), Dubai",Dubai
3018,12,115000,Hyundai,Tucson,Hyundai Tucson,2023,0,Left Hand,GCC Specs,"Ras Al Khor, Dubai",Dubai
3019,6,23000,Hyundai,Elantra,Ù‡ÙŠÙˆÙ†Ø¯Ø§ÙŠ Ø§Ù„Ù†ØªØ±Ø§ 2017,2017,200000,Left Hand,Korean Specs,Dubai,Dubai
3020,9,17500,Hyundai,Sonata,HYUNDAI SONATA urgent for sale,2013,135000,Left Hand,American Specs,"Al Majaz, Sharjah",Sharjah
3021,16,15000,Hyundai,Sonata,Hyundai Sonata 2011,2011,160000,Left Hand,American Specs,"Al Qusais, Dubai",Dubai
3022,20,26500,Hyundai,Sonata,Ø³ÙˆÙ†Ø§ØªØ§ Ø®Ù„ÙŠØ¬ÙŠ limited Ø¨Ø§Ù†ÙˆØ±Ø§Ù…Ø§ 2.0 turbo,2016,171000,Left Hand,GCC Specs,"Al Shamkha, Abu Dhabi",Abu Dhabi
3023,13,69000,Hyundai,Creta,Hyundai Creta 2024 Model - BRAND NEW - 1.5L petrol Engine - Full Option - 0 KM,2024,0,Left Hand,GCC Specs,"Ras Al Khor, Dubai",Dubai
3024,13,60000,Hyundai,Elantra,GCC Elantra 2023 under warranty one owner car in perfect condition,2023,44000,Left Hand,GCC Specs,"Al Sufouh, Dubai",Dubai
3025,20,52500,Hyundai,Elantra,HYUNDAI ELANTRA GLX ELITE 1.5L PETROL 2024,2024,0,Left Hand,Chinese Specs,"Ras Al Khor, Dubai",Dubai
3026,4,21500,Hyundai,Veloster,Hyundai voster 2014 very good condition,2014,180000,Left Hand,GCC Specs,"Downtown Dubai, Dubai",Dubai
3027,17,87000,Hyundai,Veloster,HYUNDAI VELOSTER 1.6T - GCC SPECS - ACCIDENT FREE - UNDER WARRANTY / JANUARY 2025 -,2020,58000,Left Hand,GCC Specs,"Al Quoz, Dubai",Dubai
